MainDTN,ChE30M,ChERM,ChE30,MDTN_R,ChEBM,MDTN_B,NSCh2pD,NFCh30m,TotCha,geometry,corridor_name
50.24,0.0,1.82,26.72,3.72,24.9,46.52,2.0,3.0,5.0,"POLYGON ((16.578144954735453 61.48154653378148, 16.498081377014433 61.69923583758865, 16.971640892058755 61.73563065816971, 17.048788157686033 61.517687817721175, 16.578144954735453 61.48154653378148))",E 4 Route (Nianfors)
26.57,0.0,4.48,15.32,7.78,10.84,18.79,4.0,2.0,6.0,"POLYGON ((24.38663327581764 57.05209227575502, 24.360093548903794 57.270720467199475, 24.784018273036423 57.28386796433042, 24.80816176043138 57.06516284986446, 24.38663327581764 57.05209227575502))",A3 Route (Sējas pagasts)
2.72,0.0,0.39,1.16,0.87,0.77,1.85,1.0,1.0,2.0,"POLYGON ((22.380061036890627 66.30499693528112, 22.330169743960557 66.5298688758922, 22.886158116407383 66.54938604158696, 22.931950734001838 66.32434001164472, 22.380061036890627 66.30499693528112))",E 10 Route (Norrbotten County)
309.64,0.0,57.08,156.91,117.4,99.84,192.23,59.0,8.0,67.0,"POLYGON ((6.599149704041195 51.406674041873906, 6.489123696817547 51.61592076480069, 6.842755373249259 51.680909204340765, 6.951266288015772 51.47136720673167, 6.599149704041195 51.406674041873906))",Motorway A 3 Corridor (Duisburg)
0.77,0.0,0.59,0.59,0.77,0.0,0.0,1.0,1.0,2.0,"POLYGON ((26.539305224904854 56.44840879642774, 26.525273189504915 56.66725084469277, 26.943144852343277 56.674027243518644, 26.95484226499728 56.45514642797774, 26.539305224904854 56.44840879642774))",A12 Route (Dekšāres pagasts)
4.7,0.0,2.01,2.02,4.68,0.01,0.03,3.0,1.0,4.0,"POLYGON ((19.69609936313053 67.78623459108594, 19.6225709888076 68.01272639931564, 20.205081090467747 68.0407082778889, 20.27414635863617 67.81394606772976, 19.69609936313053 67.78623459108594))",E 10 Route (Norrbotten County)
291.25,0.0,73.35,180.87,115.36,107.52,175.89,58.0,7.0,65.0,"POLYGON ((2.9211491011434876 50.42436840665137, 2.7965667101084817 50.63033369667283, 3.136718458897371 50.70573460585001, 3.2599565090672433 50.49944376753616, 2.9211491011434876 50.42436840665137))",Motorway A 22 Corridor (Noyelles-lès-Seclin)
1.15,0.0,0.06,0.8,0.09,0.75,1.06,1.0,1.0,2.0,"POLYGON ((-3.2720761804703367 56.07930550059315, -3.446410008104586 56.277752744496766, -3.0705505170067067 56.369934445227024, -2.8977048310019784 56.171014450078154, -3.2720761804703367 56.07930550059315))",Motorway M90 Corridor (Glenrothes)
233.01,0.0,103.09,140.96,170.7,37.86,62.31,86.0,4.0,90.0,"POLYGON ((1.5370066254933663 47.74607223186501, 1.4134507779243233 47.951407841288216, 1.7322804215798215 48.030969233224205, 1.8546767409777518 47.825322376918336, 1.5370066254933663 47.74607223186501))",L'Aquitaine Highway Corridor (Baccon)
0.85,0.0,0.13,0.33,0.33,0.2,0.52,1.0,1.0,2.0,"POLYGON ((35.13732328808696 47.535933519686516, 35.16523881367612 47.755582847467615, 35.5041911417561 47.73692004964702, 35.4747474914637 47.51734804325286, 35.13732328808696 47.535933519686516))",М-18 Route (Prymorske)
0.05,0.0,0.02,0.02,0.05,0.0,0.0,1.0,1.0,2.0,"POLYGON ((21.021211713106176 38.44994956471367, 20.990354053313517 38.674374775380365, 21.275504198448093 38.69832308841186, 21.30528409146346 38.47382439233125, 21.021211713106176 38.44994956471367))",Ιόνια Οδός Highway Corridor (Municipal Unit of Astakos)
104.82,0.0,24.75,55.38,47.27,30.64,57.55,24.0,3.0,27.0,"POLYGON ((9.341360150867407 49.60632432806378, 9.2482426244276 49.81828767345137, 9.591647977428629 49.87559110223977, 9.683300083003331 49.663380622802855, 9.341360150867407 49.60632432806378))",Motorway A 3 Corridor (Wertheim)
2.12,0.0,0.13,1.32,0.22,1.19,1.9,1.0,1.0,2.0,"POLYGON ((13.010356450372633 38.099615520308625, 12.949375643354662 38.320372901778214, 13.2279398228133 38.36847969712762, 13.287929272137166 38.147578865469264, 13.010356450372633 38.099615520308625))",Galleria Isola delle Femmine Highway Corridor (Unknown Area)
4.6,0.0,1.59,2.23,3.27,0.64,1.33,2.0,1.0,3.0,"POLYGON ((12.751411796226142 59.32937174472051, 12.653298898198592 59.54378594966491, 13.094298356044112 59.591202461070814, 13.189934948027163 59.376490315283164, 12.751411796226142 59.32937174472051))",Inlandsvägen Route (Värmland County)
204.3,0.0,59.46,103.68,114.99,44.22,89.31,58.0,4.0,62.0,"POLYGON ((15.260452531170667 46.858485537348486, 15.198618477682148 47.07536644707997, 15.528594105461018 47.11572710623941, 15.589019352522454 46.89868474880197, 15.260452531170667 46.858485537348486))",Süd Autobahn Highway Corridor (Premstätten)
13.92,0.0,1.6,8.84,2.55,7.24,11.37,2.0,2.0,4.0,"POLYGON ((14.751945044540333 40.44958917608312, 14.695234727297638 40.66973472093292, 14.986819312045974 40.712299239033996, 15.042432168584059 40.49201596406093, 14.751945044540333 40.44958917608312))",Diramazione Napoli Highway Corridor (Unknown Area)
4.32,0.0,0.13,2.84,0.19,2.71,4.12,1.0,1.0,2.0,"POLYGON ((11.101620238959205 42.37236611176893, 11.028148803375716 42.5889142182805, 11.326877864455275 42.64197880302706, 11.399224387548015 42.425249790759615, 11.101620238959205 42.37236611176893))",Via Aurelia Corridor (Orbetello)
1.16,0.0,0.03,0.45,0.08,0.42,1.08,1.0,1.0,2.0,"POLYGON ((35.781783020898445 49.70908539117699, 35.8140998127279 49.92781309733481, 36.16881414925787 49.907280363540956, 36.13482681528135 49.68864417711462, 35.781783020898445 49.70908539117699))",М-29 Highway Corridor (Rokytne)
75.91,0.0,23.89,39.95,45.15,16.06,30.77,23.0,2.0,25.0,"POLYGON ((12.207237282679687 50.72603676714487, 12.12541822028431 50.93977240575759, 12.480827459173089 50.988741709282415, 12.561042580100853 50.774784423134435, 12.207237282679687 50.72603676714487))",Motorway A 4 Corridor (Schmölln)
29.54,0.0,13.51,19.16,20.98,5.65,8.56,11.0,2.0,13.0,"POLYGON ((5.6311113302864 48.21900938315153, 5.524218862386792 48.428266829348736, 5.852630028729624 48.49628174418239, 5.958228640105454 48.28674862129254, 5.6311113302864 48.21900938315153))",Motorway Autoroute de Lorraine-Bourgogne Corridor (Neufchâteau)
4.04,0.0,1.8,2.67,2.74,0.87,1.3,2.0,1.0,3.0,"POLYGON ((8.307684682945851 62.20820627407615, 8.172718465686724 62.42090297039502, 8.644579339844983 62.48157441833408, 8.776806711412195 62.268451476280404, 8.307684682945851 62.20820627407615))",Romsdalsvegen Route (Innlandet)
20.78,0.0,6.52,8.33,16.16,1.81,4.62,9.0,1.0,10.0,"POLYGON ((16.053194583853756 64.14126963986074, 15.962787842923056 64.36088414901715, 16.475535028990652 64.39918196663233, 16.56253296871774 64.17926537829796, 16.053194583853756 64.14126963986074))",Inlandsvägen Route (Västerbotten County)
10.79,0.0,0.82,6.83,1.35,6.01,9.45,1.0,2.0,3.0,"POLYGON ((25.71574224697318 61.26705321779083, 25.694452136227753 61.4875017776968, 26.17101333250863 61.4967120519156, 26.189271714487347 61.27619916182185, 25.71574224697318 61.26705321779083))",Valtatie 4 Highway Corridor (Sysmä)
15.71,0.0,2.9,7.17,5.35,4.26,10.36,3.0,2.0,5.0,"POLYGON ((12.147600166259695 57.686042205510674, 12.050336973227376 57.89956306629224, 12.471355077140963 57.94862907384208, 12.566369897804254 57.734820524846874, 12.147600166259695 57.686042205510674))",Motorway E 20 Corridor (Olstorp)
6.55,0.0,1.71,4.7,2.5,2.99,4.05,2.0,1.0,3.0,"POLYGON ((27.544555103164168 62.84289043602907, 27.534538146896573 63.06465569656462, 28.03426984619704 63.068387203694265, 28.040949317806326 62.846593912817816, 27.544555103164168 62.84289043602907))",5;9 Highway Corridor (Kuopio)
1.15,0.0,0.0,0.86,0.0,0.86,1.15,0.0,1.0,1.0,"POLYGON ((26.882626869640134 57.76895049947084, 26.87010054293785 57.988067341089426, 27.30269614637845 57.99381294740735, 27.312720249507475 57.774661471278655, 26.882626869640134 57.76895049947084))",Ringtee Route (Väimela alevik)
0.42,0.0,0.09,0.22,0.18,0.13,0.24,1.0,1.0,2.0,"POLYGON ((8.000877538076253 53.25411205576848, 7.8930019954312245 53.46428437547772, 8.26425173295801 53.525207396152936, 8.370435038843507 53.31473767124669, 8.000877538076253 53.25411205576848))",Motorway A 28 Corridor (Varel)
1.29,0.0,0.18,0.86,0.26,0.68,1.02,1.0,1.0,2.0,"POLYGON ((27.00769270775146 63.50345695052851, 26.993787602311038 63.72577154968656, 27.503662321847738 63.73111690992504, 27.51409456738721 63.508760876908504, 27.00769270775146 63.50345695052851))",Kuopiontie Route (Iisalmi)
2.78,0.0,0.1,1.09,0.26,0.98,2.52,1.0,1.0,2.0,"POLYGON ((15.280044013275072 44.38421929384723, 15.221264117569712 44.602290147262835, 15.535388190614626 44.642824382962836, 15.592891030796958 44.424604148442306, 15.280044013275072 44.38421929384723))",Jadova Highway Corridor (Grad Gospić)
0.22,0.0,0.07,0.14,0.1,0.08,0.12,1.0,1.0,2.0,"POLYGON ((5.498840501481976 59.03412646854294, 5.359423601917651 59.24272665468597, 5.78531047510194 59.310930005270755, 5.922556353840254 59.10191750894715, 5.498840501481976 59.03412646854294))",Frekasundbrua Route (Stavanger)
36.03,0.0,8.56,18.76,16.57,10.21,19.47,9.0,2.0,11.0,"POLYGON ((5.316018361051147 50.92981304141553, 5.201155483552925 51.137997418924016, 5.549061650308818 51.206643832089576, 5.662477700165007 50.998154420912414, 5.316018361051147 50.92981304141553))",Motorway E314 Corridor (Houthalen-Helchteren)
25.63,0.0,1.55,10.94,3.78,9.39,21.84,2.0,2.0,4.0,"POLYGON ((17.344748960536588 46.64923829677422, 17.29241058098022 46.86726917307369, 17.62255824562605 46.90151660614396, 17.6734719426998 46.683349046766324, 17.344748960536588 46.64923829677422))",Motorway M7 Corridor (Badacsonytomaj)
98.42,0.0,25.85,51.78,48.77,25.93,49.65,25.0,3.0,28.0,"POLYGON ((9.78241045464624 52.85570804780697, 9.684380793157894 53.06733521201793, 10.054600985425632 53.12318353146601, 10.15092166207665 52.9112858785058, 9.78241045464624 52.85570804780697))",Motorway A 7 Corridor (Soltau)
15.6,0.0,7.24,9.06,12.38,1.83,3.22,7.0,1.0,8.0,"POLYGON ((-6.944647198133053 41.3970272390911, -7.085161058478396 41.59488177614003, -6.817763818410044 41.69896953515815, -6.677945312523411 41.50080147411462, -6.944647198133053 41.3970272390911))",Motorway Autoestrada Transmontana Corridor (Macedo de Cavaleiros)
0.1,0.0,0.07,0.07,0.1,0.0,0.0,1.0,1.0,2.0,"POLYGON ((25.03301085630444 46.745399935136476, 25.01499505597929 46.96580508507504, 25.34933513065747 46.9772392473428, 25.365857292309272 46.75678783631776, 25.03301085630444 46.745399935136476))",Strada Nicolae Bălcescu Route (Mureș)
10.89,0.0,4.03,6.83,6.33,2.79,4.56,4.0,1.0,5.0,"POLYGON ((-0.3632010540875854 39.772330034414686, -0.4762234520613813 39.9796736158488, -0.2053662573608318 40.06619481735533, -0.0931575388248643 39.85859362219499, -0.3632010540875854 39.772330034414686))",Motorway Autopista del Mediterráneo Corridor (Alcudia de Veo)
1.09,0.0,0.0,0.76,0.0,0.76,1.09,0.0,1.0,1.0,"POLYGON ((27.922085537734873 66.42296792993992, 27.91370467024842 66.6489062792606, 28.47380020014614 66.65146332206241, 28.477991342977447 66.42550194348756, 27.922085537734873 66.42296792993992))",Valtatieviisi Route (Salla)
8.7,0.0,0.32,5.63,0.49,5.31,8.22,1.0,2.0,3.0,"POLYGON ((14.791046577233567 37.93108506573643, 14.736907735621633 38.15307019728811, 15.016046398202297 38.19587766738492, 15.069179113929382 37.97376497672751, 14.791046577233567 37.93108506573643))",Motorway Autostrada Messina-Palermo Corridor (Raccuja)
145.94,0.0,42.38,86.35,72.23,43.96,73.71,37.0,4.0,41.0,"POLYGON ((13.644999151496352 49.79575874253041, 13.571590319870204 50.010655592419866, 13.921233590486175 50.055512805381134, 13.993075540544234 49.84041855041436, 13.644999151496352 49.79575874253041))",D5 Highway Corridor (Ostrovec-Lhotka)
0.13,0.0,0.0,0.09,0.0,0.09,0.13,0.0,1.0,1.0,"POLYGON ((21.383946610365484 40.06515991933038, 21.35364217147728 40.28852483888323, 21.647058160909257 40.311244501066135, 21.67622037393942 40.087806043486175, 21.383946610365484 40.06515991933038))",Εγνατία Οδός Highway Corridor (Ταξιάρχης)
0.32,0.0,0.18,0.18,0.32,0.0,0.0,1.0,1.0,2.0,"POLYGON ((18.520247285459952 45.873767632471846, 18.47386627545265 46.092671821866794, 18.799645800794114 46.12350358068505, 18.84463268815704 45.90447919930504, 18.520247285459952 45.873767632471846))",Motorway M6 Corridor (Mohács)
1.78,0.0,1.17,1.28,1.63,0.11,0.15,1.0,1.0,2.0,"POLYGON ((25.513771652978722 63.256547004461865, 25.489803598771296 63.47846590909135, 25.995500435859693 63.48830827018423, 26.01605679663964 63.26631401774993, 25.513771652978722 63.256547004461865))",Viitasaarentie Route (Pihtipudas)
33.64,0.0,4.0,15.96,8.93,11.97,24.71,5.0,2.0,7.0,"POLYGON ((20.33866765304634 52.454118217648734, 20.294405604642705 52.671638407859135, 20.671113845902987 52.69678676070969, 20.71350085799637 52.479143312975076, 20.33866765304634 52.454118217648734))",S7;50 Highway Corridor (Stare Wrońska)
1.31,0.0,0.19,0.85,0.28,0.66,1.03,1.0,1.0,2.0,"POLYGON ((24.99681643611665 47.18611242408936, 24.978472781657043 47.406324123996114, 25.31584060164992 47.41785241350051, 25.332663578320815 47.197593379781516, 24.99681643611665 47.18611242408936))",DN17 Route (Pilugani)
0.39,0.0,0.21,0.26,0.3,0.06,0.08,1.0,1.0,2.0,"POLYGON ((25.31584060164992 47.41785241350051, 25.2988641299465 47.63801854363476, 25.637922019839944 47.64859030498745, 25.65336191036001 47.428380420744354, 25.31584060164992 47.41785241350051))",DN17 Route (Pojorâta)
2.86,0.0,1.42,1.88,2.22,0.46,0.64,2.0,1.0,3.0,"POLYGON ((-8.141033033947831 38.35361105105988, -8.278277106874386 38.551658754216646, -8.027021731040124 38.65995951197766, -7.8903728399245 38.46161904112232, -8.141033033947831 38.35361105105988))",Motorway Autoestrada do Alentejo Central Corridor (Montemor-o-Novo)
4.41,0.0,0.93,2.35,1.76,1.42,2.65,1.0,1.0,2.0,"POLYGON ((26.708409767276482 53.60443848062545, 26.696219666429343 53.82322942353264, 27.08564656013426 53.82954154347736, 27.09580803375571 53.610718157474295, 26.708409767276482 53.60443848062545))",М1 Highway Corridor (Бараўскі сельскі Савет)
86.21,0.0,28.78,59.29,42.14,30.51,44.07,22.0,3.0,25.0,"POLYGON ((5.0887268527205185 47.17476258134345, 4.98179649972042 47.38390514338439, 5.302356966233029 47.45358481428922, 5.408061803747575 47.24417024440102, 5.0887268527205185 47.17476258134345))",Motorway Autoroute de Lorraine-Bourgogne Corridor (Bressey-sur-Tille)
13.22,0.0,2.32,7.81,3.82,5.49,9.4,2.0,2.0,4.0,"POLYGON ((13.445457452872974 49.32036984225043, 13.371875772996747 49.53528550846935, 13.71772410271809 49.58075497238219, 13.78977454842188 49.36564256132525, 13.445457452872974 49.32036984225043))",20 Corridor (Kramolín)
39.08,0.0,4.56,15.06,11.91,10.5,27.17,6.0,2.0,8.0,"POLYGON ((17.69854660441571 45.11955587351653, 17.64931068866979 45.338465911874955, 17.969730983045196 45.371787702246756, 18.01762271962613 45.15275116899557, 17.69854660441571 45.11955587351653))",Motorway A3 Corridor (Kadanovci)
0.51,0.0,0.21,0.32,0.33,0.11,0.18,1.0,1.0,2.0,"POLYGON ((11.350384843516988 60.30049479262729, 11.241052854877823 60.514382862579254, 11.69225493826689 60.56595862737484, 11.7990198237741 60.351734236239096, 11.350384843516988 60.30049479262729))",Motorway E 6 Corridor (Bruvoll)
146.64,0.0,35.88,74.79,71.01,38.91,75.63,36.0,4.0,40.0,"POLYGON ((15.5497945446227 50.696281266822794, 15.484067868259201 50.91203197476383, 15.842532353084408 50.95128779761358, 15.906594434006337 50.73535797189351, 15.5497945446227 50.696281266822794))",Zgorzelecka Corridor (Podgórzyn)
1.34,0.0,0.57,0.88,0.88,0.31,0.47,1.0,1.0,2.0,"POLYGON ((7.375376730557051 46.034516178584866, 7.280571039148222 46.2462013822555, 7.59684494028813 46.30952588983457, 7.690429053397334 46.097600415456675, 7.375376730557051 46.034516178584866))",Motorway A9 Corridor (Saint-Martin (VS))
121.28,0.0,24.06,68.56,40.03,44.5,81.25,21.0,4.0,25.0,"POLYGON ((15.743243905276806 50.04849325889171, 15.679373795701895 50.26451386737102, 16.03288881487844 50.30323868177604, 16.09513827441279 50.08704523297673, 15.743243905276806 50.04849325889171))",D11;D35 Highway Corridor (Hradec Králové)
8.44,0.0,2.53,6.13,3.32,3.6,5.12,2.0,1.0,3.0,"POLYGON ((8.591626481840915 45.58282833350537, 8.502808891838944 45.795736639662756, 8.817733624083926 45.855629841171826, 8.90532638476682 45.642496609363185, 8.591626481840915 45.58282833350537))",Diramazione Gallarate - Gattico Highway Corridor (Sesona)
0.19,0.0,0.0,0.1,0.0,0.1,0.19,0.0,1.0,1.0,"POLYGON ((27.211981700002987 41.9167741977739, 27.204506808498824 42.14002749650819, 27.509321447168773 42.145065712649256, 27.51555167245347 41.92179501012677, 27.211981700002987 41.9167741977739))",9 Corridor (Kırklareli)
85.45,0.0,13.13,57.8,19.53,44.66,65.92,10.0,4.0,14.0,"POLYGON ((4.343459067327614 47.24181998481022, 4.233171343289838 47.45022214015256, 4.553083774586285 47.521997736044675, 4.662161274217639 47.313315704331565, 4.343459067327614 47.24181998481022))",Motorway Autoroute du Soleil Corridor (Saint-Thibault)
17.67,0.0,6.38,11.69,9.7,5.3,7.97,5.0,1.0,6.0,"POLYGON ((22.972961032023267 41.75084964016478, 22.948195866516038 41.97353030040932, 23.25122483225649 41.99134874569711, 23.27476703995791 41.76860703335394, 22.972961032023267 41.75084964016478))",Автомагистрала Струма Highway Corridor (Cherniche)
3.69,0.0,0.63,2.29,1.04,1.67,2.65,1.0,1.0,2.0,"POLYGON ((-7.828213359136853 36.94361891531752, -7.961211811497032 37.143104423502, -7.7152786772340605 37.25109305144838, -7.582855275205073 37.0513282395662, -7.828213359136853 36.94361891531752))",Via do Infante Highway Corridor (Olhão)
0.26,0.0,0.04,0.18,0.06,0.14,0.2,1.0,1.0,2.0,"POLYGON ((24.850313476806026 44.96638809833534, 24.832134565046076 45.187606389001395, 25.154740512262872 45.19964564773124, 25.17152894491544 44.97838144607999, 24.850313476806026 44.96638809833534))",DN73 Route (Stâlpeni)
63.44,0.0,13.33,30.76,26.65,17.43,36.8,14.0,3.0,17.0,"POLYGON ((7.000208403443946 49.874324618669256, 6.895723493044523 50.084285899579314, 7.23802793977286 50.148251108795215, 7.341087444195665 49.938013885099224, 7.000208403443946 49.874324618669256))",Motorway A 1 Corridor (Reil)
436.16,0.0,98.63,267.71,161.66,169.07,274.5,81.0,10.0,91.0,"POLYGON ((1.344032741739305 47.46070060906383, 1.2203867004319744 47.66593382882423, 1.5370066254933663 47.74607223186501, 1.6595122501342041 47.540528817752865, 1.344032741739305 47.46070060906383))",L'Aquitaine Highway Corridor (Saint-Claude-de-Diray)
0.6,0.0,0.28,0.44,0.39,0.16,0.21,1.0,1.0,2.0,"POLYGON ((-4.1556609036334695 51.487286840381465, -4.315740731302392 51.68487584699457, -3.9811326735841406 51.77952807932227, -3.82221203379264 51.581531475808745, -4.1556609036334695 51.487286840381465))",Motorway M4 Corridor (Three Crosses)
20.13,0.0,0.51,12.55,0.73,12.04,19.41,1.0,2.0,3.0,"POLYGON ((-7.582855275205073 37.0513282395662, -7.7152786772340605 37.25109305144838, -7.468464487558761 37.358378568125765, -7.336624009135028 37.15833478611381, -7.582855275205073 37.0513282395662))",Motorway Autovía del Quinto Centenario Corridor (Castro Marim)
6.38,0.0,1.15,3.42,2.25,2.27,4.13,2.0,1.0,3.0,"POLYGON ((-3.364874632055028 39.98330297020522, -3.4891863094104716 40.186830918151536, -3.222144403512082 40.28162830877509, -3.098583015750195 40.077821147603196, -3.364874632055028 39.98330297020522))",Motorway Autovía del Este Corridor (Villarejo de Salvanés)
10.06,0.0,3.42,6.31,5.48,2.88,4.58,3.0,1.0,4.0,"POLYGON ((-0.4762234520613813 39.9796736158488, -0.5900715752104473 40.186748787679676, -0.3183972633712085 40.273529970184, -0.2053662573608318 40.06619481735533, -0.4762234520613813 39.9796736158488))",Carretera Vila-real - Puebla de Arenoso Corridor (Castillo de Villamalefa)
6.03,0.0,0.47,2.79,0.83,2.31,5.2,1.0,1.0,2.0,"POLYGON ((20.088062983516377 50.007022125323935, 20.044984150476317 50.22497649697136, 20.401250234427824 50.2509450967352, 20.44265296110835 50.03287399610876, 20.088062983516377 50.007022125323935))",Motorway A4 Corridor (Szarbia)
10.95,0.0,0.38,5.83,0.8,5.45,10.16,1.0,2.0,3.0,"POLYGON ((23.410885811723414 55.04109123955523, 23.38038478200602 55.25932196839692, 23.782816988512327 55.275367308650985, 23.81116181245898 55.05704977354703, 23.410885811723414 55.04109123955523))",Motorway A1 Corridor (Aukštdvaris)
5.07,0.0,0.55,3.09,0.9,2.54,4.18,1.0,1.0,2.0,"POLYGON ((22.078619353646133 39.213865062345185, 22.05146601389452 39.43804566294198, 22.34079821483265 39.45872911466094, 22.366838800974726 39.23448334823035, 22.078619353646133 39.213865062345185))",Αυτοκινητόδρομος Κεντρικής Ελλάδας Highway Corridor (Δημοτική Ενότητα Σοφάδων)
5.08,0.0,0.78,1.97,2.02,1.19,3.06,2.0,1.0,3.0,"POLYGON ((31.45631449902981 48.554671728418164, 31.467644472738733 48.77456602326113, 31.81500944418842 48.7668487133362, 31.8020651322536 48.54698761672114, 31.45631449902981 48.554671728418164))",М-30 Route (Kirovohrad Oblast)
12.71,0.0,1.06,9.18,1.47,8.12,11.23,1.0,2.0,3.0,"POLYGON ((16.794175645844177 40.7283031811372, 16.74525094388427 40.949358959492564, 17.039733327841226 40.985800157350575, 17.08752691434427 40.76462480774565, 16.794175645844177 40.7283031811372))",Motorway Autostrada Adriatica Corridor (Gioia del Colle)
12.32,0.0,1.08,6.26,2.12,5.18,10.21,2.0,2.0,4.0,"POLYGON ((7.443204389053266 49.7276310069825, 7.341087444195665 49.938013885099224, 7.682909008322965 50.00073173688566, 7.7835984519564665 49.79007918405957, 7.443204389053266 49.7276310069825))",Motorway A 61 Corridor (Bad Sobernheim)
41.16,0.0,15.73,23.77,27.29,8.04,13.88,14.0,2.0,16.0,"POLYGON ((13.27600990349719 47.72188600353585, 13.204123387625287 47.93725067185528, 13.538254705172418 47.98333861917772, 13.60871331957709 47.76778516588609, 13.27600990349719 47.72188600353585))",West Autobahn Highway Corridor (Bezirk Vöcklabruck)
0.03,0.0,0.0,0.02,0.0,0.02,0.03,0.0,1.0,1.0,"POLYGON ((27.793831777433986 43.040941464212594, 27.78863627837486 43.26354318236095, 28.099928797825925 43.26680697076789, 28.10382589897803 43.04419355489685, 27.793831777433986 43.040941464212594))",Автомагистрала Черно море Highway Corridor (Varna)
283.84,0.0,67.14,148.29,127.61,81.15,156.23,64.0,7.0,71.0,"POLYGON ((16.18435207541259 52.32271508539235, 16.119321576979186 52.53847702689873, 16.49188498454306 52.575812669652, 16.555111864226703 52.35987002364828, 16.18435207541259 52.32271508539235))",Motorway Autostrada Wolności Corridor (Niewierz)
75.34,0.0,17.46,41.5,30.94,24.04,44.4,16.0,3.0,19.0,"POLYGON ((14.92014641078794 51.517914963356446, 14.850101060629184 51.73314111768858, 15.214701726817912 51.77419461830724, 15.283030907685765 51.558775957215516, 14.92014641078794 51.517914963356446))",Motorway A18 Corridor (Górka)
4.65,0.0,0.89,2.77,1.49,1.88,3.16,1.0,1.0,2.0,"POLYGON ((-7.132872218774451 38.78137113567801, -7.26768463253359 38.980587677006945, -7.012717848744485 39.086029736399624, -6.878534700139843 38.88652201518347, -7.132872218774451 38.78137113567801))",Motorway Autovía del Suroeste Corridor (Campo Maior)
2.42,0.0,0.25,1.54,0.4,1.29,2.02,1.0,1.0,2.0,"POLYGON ((-4.931185577837548 40.90687628153426, -5.063241723238123 41.10778037566973, -4.794506974361986 41.20658669904673, -4.663186692447712 41.00538566627942, -4.931185577837548 40.90687628153426))",Motorway Autovía del Noroeste Corridor (Villanueva del Aceral)
4.11,0.0,0.19,2.85,0.29,2.66,3.83,1.0,1.0,2.0,"POLYGON ((27.05863715901891 46.13643237459819, 27.049848365999633 46.357354104391554, 27.380413465581878 46.36276188170785, 27.38773904829317 46.14181869207704, 27.05863715901891 46.13643237459819))",Strada Mândrișca Route (Florești)
2.95,0.0,0.83,1.54,1.59,0.7,1.36,1.0,1.0,2.0,"POLYGON ((8.70905498147685 55.869820336866866, 8.597806801336088 56.080542029485045, 8.994749290622583 56.13943136318242, 9.104051050619574 55.928391839218385, 8.70905498147685 55.869820336866866))",Motorway Midtjyske Motorvej Corridor (Herning)
3.09,0.0,0.0,1.42,0.0,1.42,3.09,0.0,1.0,1.0,"POLYGON ((8.854196071892648 62.968160506989456, 8.719652677393666 63.18188595328394, 9.203455406877287 63.24113745822035, 9.335106017959712 63.02697981447607, 8.854196071892648 62.968160506989456))",Vinjefjordsveien Route (Trøndelag)
6.57,0.0,1.77,4.19,2.75,2.42,3.82,2.0,1.0,3.0,"POLYGON ((23.037283730426218 38.37390740924355, 23.014200157624774 38.59896895007203, 23.29969037673723 38.61680210991561, 23.32168807394999 38.3916858517722, 23.037283730426218 38.37390740924355))",Αθήνα - Θεσσαλονίκη - Εύζωνοι Highway Corridor (Municipal Unit of Akrefnia)
55.36,0.0,0.74,23.21,1.47,22.48,53.89,1.0,3.0,4.0,"POLYGON ((13.094298356044112 59.591202461070814, 12.99751828927253 59.80593965886478, 13.442184262179751 59.852379534444744, 13.53644121174897 59.63734700290368, 13.094298356044112 59.591202461070814))",Inlandsvägen Route (Värmland County)
3.45,0.0,1.73,2.27,2.65,0.54,0.8,2.0,1.0,3.0,"POLYGON ((1.4843048137212287 48.441650298059336, 1.3586992187245923 48.64668509946342, 1.682142619473859 48.726298757947745, 1.8065558076819728 48.52094517382964, 1.4843048137212287 48.441650298059336))",L’Océane Highway Corridor (Maintenon)
132.89,0.0,38.92,70.36,73.37,31.45,59.52,37.0,3.0,40.0,"POLYGON ((11.463825943447052 47.90652910644653, 11.38351152802002 48.12062399594699, 11.717086193532676 48.171959428429794, 11.795994724762286 47.957654096202276, 11.463825943447052 47.90652910644653))",Motorway A 96 Corridor (Oberhaching)
102.8,0.0,37.42,69.41,55.63,32.0,47.17,28.0,3.0,31.0,"POLYGON ((7.978447903183491 43.84609957680787, 7.890082645315521 44.05937550542245, 8.193789995455571 44.1212888003708, 8.28102229128093 43.9077938113436, 7.978447903183491 43.84609957680787))",Motorway Autostrada dei Fiori Corridor (Villa Faraldi)
24.83,0.0,7.88,12.58,14.84,4.7,10.0,8.0,2.0,10.0,"POLYGON ((24.132329529684256 55.72703562926795, 24.105275244243 55.94545022241347, 24.51494111250332 55.95935726137093, 24.539758192928016 55.74086539739657, 24.132329529684256 55.72703562926795))",A9 Route (Juodlieknis)
258.46,0.0,60.97,109.36,141.75,48.39,116.71,71.0,5.0,76.0,"POLYGON ((12.666630887851024 55.50216426335321, 12.577472832023426 55.715725687435814, 12.976040344854695 55.763234608699825, 13.063175942973269 55.54941700391397, 12.666630887851024 55.50216426335321))",Øresundsmotorvejen Highway Corridor (Unknown Area)
