MainDTN,ChE30M,ChERM,ChE30,MDTN_R,ChEBM,MDTN_B,NSCh2pD,NFCh30m,TotCha,geometry,corridor_name
28.39,0.0,7.32,18.47,11.1,11.15,17.28,6.0,2.0,8.0,"POLYGON ((7.156333561544318 45.758905240514444, 7.061123923579567 45.97052654914211, 7.375376730557051 46.034516178584866, 7.46938288001012 45.822654498470094, 7.156333561544318 45.758905240514444))",T2 Route (Bourg-Saint-Pierre)
2.73,0.0,0.8,1.78,1.22,0.98,1.5,1.0,1.0,2.0,"POLYGON ((10.145298598913202 59.020394563779206, 10.032765230727122 59.23287916501712, 10.466364088650115 59.28781274401024, 10.576547861568935 59.074990201113444, 10.145298598913202 59.020394563779206))",Motorway E 18 Corridor (Sandefjord)
0.8,0.0,0.26,0.48,0.46,0.23,0.34,1.0,1.0,2.0,"POLYGON ((21.843893491265494 45.697333584745685, 21.8122292625166 45.917501983602826, 22.13856406754905 45.93847833841268, 22.168814208743882 45.71822822641063, 21.843893491265494 45.697333584745685))",Varianta de ocolire a Municipiului Lugoj Route (Jupani)
90.17,0.0,50.72,53.59,84.7,2.87,5.47,43.0,1.0,44.0,"POLYGON ((-0.7551550734840631 38.17587124848119, -0.8664906119295207 38.38384690637807, -0.6035902394888253 38.47192591287842, -0.4930164926058289 38.26370192113761, -0.7551550734840631 38.17587124848119))",Motorway Autovía de Alicante Corridor (Elx / Elche)
1.08,0.0,0.39,0.72,0.57,0.33,0.51,1.0,1.0,2.0,"POLYGON ((25.772007389772444 45.66319172142356, 25.757633850775495 45.88420167333629, 26.08490339195315 45.89346384396476, 26.097844333307318 45.67241772806315, 25.772007389772444 45.66319172142356))",DN12 Route (Măgheruș)
62.97,0.0,7.43,24.17,19.42,16.73,43.56,10.0,3.0,13.0,"POLYGON ((17.3798912412471 45.08541827449601, 17.329316566032396 45.30419845884372, 17.64931068866979 45.338465911874955, 17.69854660441571 45.11955587351653, 17.3798912412471 45.08541827449601))",Motorway A3 Corridor (Gornji Crnogovci)
23.37,0.0,1.76,15.85,2.54,14.09,20.83,2.0,2.0,4.0,"POLYGON ((-3.1552692368688287 54.90230404074736, -3.323960511941452 55.10084095221605, -2.9587778793691974 55.19267695629733, -2.791494629225152 54.99368938948902, -3.1552692368688287 54.90230404074736))",Motorway M6 Corridor (Dumfries and Galloway)
6.02,0.0,2.05,4.33,2.9,2.28,3.11,2.0,1.0,3.0,"POLYGON ((-4.099018881553218 47.85062335463065, -4.246656371662037 48.049266832501495, -3.9374776868510515 48.14422309859518, -3.7908311607793768 47.94521878653296, -4.099018881553218 47.85062335463065))",Voie Express de Nantes à Brest Route (Ergué-Gabéric)
115.57,0.0,19.05,80.66,27.08,61.6,88.5,14.0,4.0,18.0,"POLYGON ((0.6493261305533329 49.17907218165178, 0.5180469614515847 49.382960031510564, 0.8451749686473897 49.46479211794581, 0.9752490870338671 49.26056973424875, 0.6493261305533329 49.17907218165178))",Motorway Autoroute de Normandie Corridor (Flancourt-Crescy-en-Roumois)
137.12,0.0,15.88,86.98,26.3,71.1,110.82,14.0,5.0,19.0,"POLYGON ((15.326468865315412 50.22476050375831, 15.260362213868085 50.440510046560235, 15.614893570675399 50.48044255299033, 15.679373795701895 50.26451386737102, 15.326468865315412 50.22476050375831))",16 Route (Chomutice)
160.18,0.0,5.35,71.07,11.01,65.72,149.17,6.0,6.0,12.0,"POLYGON ((-0.976405930675844 40.30573191448869, -1.0927464638695383 40.51200529927122, -0.8202792735393778 40.6000952523555, -0.7047539652246242 40.39355589272622, -0.976405930675844 40.30573191448869))",Motorway Autovía Mudéjar Corridor (Cedrillas)
1.54,0.0,0.45,0.94,0.76,0.49,0.78,1.0,1.0,2.0,"POLYGON ((24.249732790510144 44.4969435263683, 24.229137195928608 44.718297969306185, 24.548653484944225 44.73215148487487, 24.567886346286357 44.510745046568516, 24.249732790510144 44.4969435263683))",DN65 Corridor (Olt)
12.71,0.0,4.99,6.07,10.49,1.08,2.22,6.0,1.0,7.0,"POLYGON ((8.4755658740923 53.10416231357778, 8.370435038843507 53.31473767124669, 8.741044962288257 53.37431311790281, 8.844482133505482 53.163447990905084, 8.4755658740923 53.10416231357778))",Motorway A 27 Corridor (Schwanewede)
5.11,0.0,1.21,3.1,2.04,1.88,3.07,2.0,1.0,3.0,"POLYGON ((-5.871833379908014 41.807644938632265, -6.009506338725124 42.00674981868568, -5.73806994774095 42.10783818689526, -5.601132133255749 41.90842240378648, -5.871833379908014 41.807644938632265))",Motorway Autovía del Noroeste Corridor (Navianos de Valverde)
1.83,0.0,0.69,1.28,0.99,0.58,0.84,1.0,1.0,2.0,"POLYGON ((15.224494135870025 67.27864095139232, 15.117978272977533 67.50206710241189, 15.68515578625643 67.54359129831545, 15.78752085751465 67.31977895292134, 15.224494135870025 67.27864095139232))",Megårdtunnelen Route (Nordland)
6.75,0.0,2.78,3.15,6.11,0.37,0.64,4.0,1.0,5.0,"POLYGON ((16.657201746530752 61.263952874190615, 16.578144954735453 61.48154653378148, 17.048788157686033 61.517687817721175, 17.124963280636035 61.29984478450395, 16.657201746530752 61.263952874190615))",E 4 Route (Trönö)
18.49,0.0,1.95,9.28,3.86,7.33,14.63,2.0,2.0,4.0,"POLYGON ((20.359448347268767 50.46894265428149, 20.317241526103977 50.686868953542934, 20.67731788838311 50.71201923640232, 20.71781113575338 50.493978012600174, 20.359448347268767 50.46894265428149))",S7;78 Highway Corridor (Umianowice)
157.48,0.0,43.84,87.05,80.11,43.21,77.37,41.0,4.0,45.0,"POLYGON ((11.054921086167255 48.97566747031502, 10.970890870530617 49.189101412877555, 11.311664284314011 49.24152504553729, 11.394231766189911 49.02786854698159, 11.054921086167255 48.97566747031502))",Motorway A 9 Corridor (Thalmässing)
235.98,0.0,39.74,120.8,78.17,81.06,157.81,40.0,7.0,47.0,"POLYGON ((10.29167576022703 49.08131243122957, 10.203954808324308 49.294157715474455, 10.544623237926148 49.34877357336029, 10.630890843008618 49.135696179375145, 10.29167576022703 49.08131243122957))",Motorway A 6 Corridor (Herrieden)
33.93,0.0,6.8,19.7,10.52,12.9,23.41,6.0,2.0,8.0,"POLYGON ((17.59404779864996 48.459772960893744, 17.540852230743774 48.67720403510863, 17.883844204203076 48.710595260221666, 17.93550062715819 48.49302247460049, 17.59404779864996 48.459772960893744))",D1 Highway Corridor (Borovce)
2.32,0.0,0.25,1.55,0.42,1.3,1.9,1.0,1.0,2.0,"POLYGON ((15.223901603212214 40.97423407869985, 15.168525281672961 41.1942980786961, 15.463218305298708 41.23539020205659, 15.51747077880796 41.01519077776296, 15.223901603212214 40.97423407869985))",Motorway Autostrada dei Due Mari Corridor (Sant'Agata di Puglia)
9.51,0.0,3.56,3.58,9.46,0.02,0.05,5.0,1.0,6.0,"POLYGON ((21.296552779109874 44.9919590632223, 21.26295865025471 45.21231181471719, 21.584538566895176 45.23495740613061, 21.61676147004779 45.01451853391771, 21.296552779109874 44.9919590632223))",DN59 Route (Socica)
0.1,0.0,0.0,0.07,0.0,0.07,0.1,0.0,1.0,1.0,"POLYGON ((-4.648903730439348 51.58932820141544, -4.811573976589141 51.78626306956452, -4.477265662372841 51.8822241222033, -4.315740731302392 51.68487584699457, -4.648903730439348 51.58932820141544))",A40 Route (Pendine)
0.7,0.0,0.21,0.47,0.31,0.25,0.39,1.0,1.0,2.0,"POLYGON ((24.69803773187286 42.957374523586225, 24.679910521631545 43.17967632697174, 24.990276827773236 43.192249110360365, 25.007117160457334 42.96990242796209, 24.69803773187286 42.957374523586225))",4 Corridor (Malinovo)
0.4,0.0,0.1,0.28,0.15,0.18,0.25,1.0,1.0,2.0,"POLYGON ((-1.3900516678516386 51.035904929865694, -1.5360954016157744 51.23698489604361, -1.1991922650336626 51.324211908535354, -1.054385830220153 51.122755953199224, -1.3900516678516386 51.035904929865694))",Motorway M3 Corridor (Winchester)
99.59,0.0,0.06,39.32,0.15,39.26,99.44,1.0,5.0,6.0,"POLYGON ((19.76998048602149 65.73669779525515, 19.701897645257034 65.95990214029663, 20.245580405090035 65.98728577440913, 20.309772548016362 65.7638453426721, 19.76998048602149 65.73669779525515))",Inlandsvägen Route (Norrbotten County)
116.42,0.0,28.47,61.15,51.48,32.68,64.94,26.0,4.0,30.0,"POLYGON ((10.387172451970052 47.96084279483855, 10.301941656384951 48.17414417351412, 10.634700768370239 48.228586982146055, 10.718543777596834 48.01506280278634, 10.387172451970052 47.96084279483855))",Motorway A 96 Corridor (Mindelheim)
26.73,0.0,9.7,10.42,24.9,0.72,1.83,13.0,1.0,14.0,"POLYGON ((-0.900832930947238 39.59747496880566, -1.0154573903697561 39.804299796441676, -0.7462549396145156 39.89237436917152, -0.6324272954632341 39.685289587836635, -0.900832930947238 39.59747496880566))",Motorway Autovía del Turia Corridor (Villar del Arzobispo)
3.55,0.0,0.5,1.89,0.95,1.39,2.6,1.0,1.0,2.0,"POLYGON ((-6.481453811096358 38.28607236100317, -6.612911156291814 38.486543152452846, -6.358929024466061 38.59039869315408, -6.228106194146609 38.38964443470479, -6.481453811096358 38.28607236100317))",Motorway Autovía Ruta de la Plata Corridor (Zafra)
7.35,0.0,0.97,4.29,1.65,3.32,5.7,1.0,1.0,2.0,"POLYGON ((-2.4524322604011193 37.333416193498216, -2.568081603615241 37.53992196150533, -2.3114728916051446 37.6330187807905, -2.196528391120839 37.426260238471485, -2.4524322604011193 37.333416193498216))",Motorway Autovía de Guadix a Límite de Región de Murcia Corridor (Oria)
7.74,0.0,0.23,4.74,0.37,4.51,7.37,1.0,1.0,2.0,"POLYGON ((24.973295191197327 43.414462390936635, 24.956170466553775 43.6365442591569, 25.269287736579724 43.64827254938565, 25.285102183713764 43.42614817716091, 24.973295191197327 43.414462390936635))",3 Corridor (Petokladentsi)
0.53,0.0,0.35,0.35,0.53,0.0,0.0,1.0,1.0,2.0,"POLYGON ((8.252639625605362 58.3076177022498, 8.131486937709978 58.51839669087672, 8.553815022479567 58.57870276168666, 8.672773787957677 58.36756596965528, 8.252639625605362 58.3076177022498))",Motorway E 18 Corridor (Agder)
39.1,0.0,1.22,28.05,1.65,26.83,37.45,1.0,3.0,4.0,"POLYGON ((15.353411147070332 41.675270233051435, 15.297846123436841 41.894954006830645, 15.596408824992958 41.93557442299706, 15.650819542380754 41.715753635943734, 15.353411147070332 41.675270233051435))",Motorway Autostrada Adriatica Corridor (Apricena)
10.35,0.0,3.22,7.07,4.8,3.85,5.56,3.0,1.0,4.0,"POLYGON ((0.2994574796483485 45.03984294215446, 0.1774864595893599 45.24495256329336, 0.4773055093038631 45.3283989716088, 0.5982694034326538 45.1229930258788, 0.2994574796483485 45.03984294215446))",La Transeuropéenne Highway Corridor (Saint-Sulpice-de-Roumagnac)
1.82,0.0,0.84,1.19,1.27,0.35,0.54,1.0,1.0,2.0,"POLYGON ((2.333949751611392 47.000685006853566, 2.2156534096772442 47.20715256327515, 2.530889837651417 47.28460212427139, 2.648040184135521 47.077837875970154, 2.333949751611392 47.000685006853566))",L'Arverne Highway Corridor (Fussy)
289.76,0.0,58.79,157.48,106.68,98.69,183.08,54.0,7.0,61.0,"POLYGON ((16.291976406115076 48.09985594224035, 16.233231729838256 48.31678948462949, 16.572660128235796 48.35402909566117, 16.629906403931262 48.1369398606367, 16.291976406115076 48.09985594224035))",Süd Autobahn Highway Corridor (Vienna)
36.43,0.0,8.67,24.5,12.88,15.83,23.54,7.0,2.0,9.0,"POLYGON ((1.8334457909885902 49.704813084875475, 1.7059413531946386 49.90983340909582, 2.0389069112531266 49.988329765412, 2.165141629508677 49.782980661876515, 1.8334457909885902 49.704813084875475))",Motorway A 29 Corridor (Hornoy-le-Bourg)
3.37,0.0,1.97,2.17,3.06,0.2,0.31,2.0,1.0,3.0,"POLYGON ((22.245578067286363 57.186311760116624, 22.20670433846226 57.404476555789124, 22.63122905953837 57.42395670455981, 22.66771015885906 57.20567756125526, 22.245578067286363 57.186311760116624))",Rīga — Ventspils Route (Valdgales pagasts)
199.08,0.0,6.85,105.25,15.11,98.4,183.97,8.0,7.0,15.0,"POLYGON ((8.05995145512288 52.351815776252884, 7.954626377766532 52.5621457528704, 8.318167870598547 52.622934396062114, 8.421869261620447 52.41231711743952, 8.05995145512288 52.351815776252884))",Motorway A 1 Corridor (Damme)
1.87,0.0,0.42,0.72,1.08,0.3,0.79,1.0,1.0,2.0,"POLYGON ((32.68568672145563 46.536236981508694, 32.70206148984733 46.75678783631776, 33.03490792585216 46.745399935136476, 33.01705276943056 46.52489481695135, 32.68568672145563 46.536236981508694))",Антонівський міст Route (Заплава)
0.67,0.0,0.15,0.39,0.28,0.24,0.38,1.0,1.0,2.0,"POLYGON ((0.776572082426155 40.61280736801116, 0.666078989999469 40.820913732259925, 0.9427345899823386 40.90401342712313, 1.0523638733381449 40.69565115817816, 0.776572082426155 40.61280736801116))",Motorway Autopista de la Mediterrània Corridor (Deltebre)
11.91,0.0,0.78,8.36,1.09,7.58,10.82,1.0,2.0,3.0,"POLYGON ((16.417612234326707 38.39727545807664, 16.369210221207315 38.619798725876215, 16.65168658872643 38.65765583271261, 16.69904955897378 38.43501756702342, 16.417612234326707 38.39727545807664))",Strada Statale 106 Jonica Corridor (Santa Caterina dello Ionio)
31.43,0.0,5.56,12.8,13.6,7.24,17.83,7.0,2.0,9.0,"POLYGON ((24.639023287101573 51.13747800236714, 24.617279380244845 51.35636002384598, 24.984574771978295 51.368843088277174, 25.00451787220736 51.1499023982731, 24.639023287101573 51.13747800236714))",М-07 Route (Bilyn)
98.88,0.0,14.61,59.8,23.21,45.18,75.67,12.0,4.0,16.0,"POLYGON ((16.856360750512096 48.6074099693662, 16.799587363107207 48.82444220765685, 17.143118770009774 48.859991901205746, 17.198353259727778 48.642808265695265, 16.856360750512096 48.6074099693662))",D2 Highway Corridor (Tvrdonice)
109.37,0.0,30.68,66.02,51.72,35.35,57.65,26.0,3.0,29.0,"POLYGON ((-3.5479186724892817 42.39063529248908, -3.6784465401941033 42.592483681347964, -3.3998350370565613 42.68711355374489, -3.2701209185136815 42.48496398430243, -3.5479186724892817 42.39063529248908))",Motorway Autopista del Norte Corridor (Rublacedo de Abajo)
4.58,0.0,1.39,2.6,2.03,1.21,2.55,2.0,1.0,3.0,"POLYGON ((28.03729096466022 46.59150185906919, 28.032815075768386 46.81227596690472, 28.366507410051817 46.814754433383065, 28.369491635579784 46.59397033812148, 28.03729096466022 46.59150185906919))",Calea Basarabiei Route (Pogănești)
7.21,0.0,3.22,4.29,5.32,1.07,1.88,3.0,1.0,4.0,"POLYGON ((-8.609412040263376 42.25792512479876, -8.758197858146938 42.45290843505489, -8.489831078389006 42.56115926178028, -8.34171550847928 42.36584460789513, -8.609412040263376 42.25792512479876))",Motorway Autoestrada do Atlántico Corridor (Ponte Caldelas)
54.96,0.0,18.54,26.47,41.45,7.93,13.52,21.0,2.0,23.0,"POLYGON ((-0.8202792735393778 40.6000952523555, -0.9366562629339314 40.806367166309975, -0.6625099918434341 40.89394271424985, -0.5469604209563544 40.687403585887814, -0.8202792735393778 40.6000952523555))",Avenida de Valencia Route (Aliaga)
257.42,0.0,53.32,132.73,104.11,79.41,153.3,53.0,6.0,59.0,"POLYGON ((9.731073485353251 51.26082782796939, 9.636339222135136 51.47267704760097, 9.99310652652404 51.52874694529891, 10.086254208589427 51.31664122386929, 9.731073485353251 51.26082782796939))",Motorway A 7 Corridor (Berge)
0.04,0.0,0.02,0.02,0.04,0.0,0.0,1.0,1.0,2.0,"POLYGON ((19.592063309754945 41.93941307666208, 19.553412199088267 42.160912256077, 19.856084508901912 42.188865527411046, 19.89352713419125 41.967270414859094, 19.592063309754945 41.93941307666208))",SH1 Corridor (Karmë)
6.4,0.0,3.68,3.89,6.03,0.21,0.36,4.0,1.0,5.0,"POLYGON ((-4.232724707251846 42.40088787396477, -4.3658354371609525 42.60184625687575, -4.08839208800964 42.698338298949665, -3.9560772772567043 42.497074039679624, -4.232724707251846 42.40088787396477))",Motorway Autovía del Camino de Santiago Corridor (Sotresgudo)
2.71,0.0,1.42,1.76,2.18,0.34,0.52,2.0,1.0,3.0,"POLYGON ((-1.1888583203780014 47.977689478158375, -1.324660367873493 48.17986959556595, -1.009068925796657 48.266913318816925, -0.8743564255412903 48.06439508551209, -1.1888583203780014 47.977689478158375))",Motorway A 81 Corridor (Erbrée)
21.94,0.0,2.67,8.58,6.86,5.91,15.08,4.0,2.0,6.0,"POLYGON ((26.102102949698107 51.18070756725611, 26.08757867677035 51.39979390314026, 26.455559613678762 51.407942299197906, 26.468273011999905 51.1888175761211, 26.102102949698107 51.18070756725611))",М-07;Т-18-17 Route (Svaryni)
2.52,0.0,0.71,0.96,1.85,0.26,0.67,1.0,1.0,2.0,"POLYGON ((30.47907049343335 50.54873070500818, 30.4861301445129 50.76809561163676, 30.849042865644837 50.76327285824571, 30.840220187826887 50.543930179793286, 30.47907049343335 50.54873070500818))",М-01 Route (Kyiv Oblast)
103.54,0.0,34.4,75.92,47.54,41.52,56.0,24.0,3.0,27.0,"POLYGON ((9.619325288902099 45.5453633541807, 9.534929459968572 45.75910351424468, 9.85081509065275 45.81603663796321, 9.933967771131089 45.602082132500925, 9.619325288902099 45.5453633541807))",Motorway Autostrada Serenissima Corridor (Seriate)
15.07,0.0,2.4,6.76,4.81,4.36,10.25,3.0,2.0,5.0,"POLYGON ((10.395425536407515 47.05190562117044, 10.311823838753803 47.26556756456809, 10.638368125307194 47.32007982494445, 10.720633224746122 47.10620150893949, 10.395425536407515 47.05190562117044))",Inntal Autobahn Highway Corridor (Zams)
1.18,0.0,0.27,0.59,0.55,0.31,0.63,1.0,1.0,2.0,"POLYGON ((6.870257677122192 52.37361797611624, 6.759077872898052 52.58293620568826, 7.1210706122074905 52.64710361135961, 7.230658641707137 52.437483301347996, 6.870257677122192 52.37361797611624))",Motorway A 31 Corridor (Neuenhaus)
260.12,0.0,45.53,117.43,105.56,71.9,154.57,53.0,7.0,60.0,"POLYGON ((-0.9366562629339314 40.806367166309975, -1.053893809153203 41.012371912527776, -0.7789166921013355 41.100217130909755, -0.6625099918434341 40.89394271424985, -0.9366562629339314 40.806367166309975))",N-420 Route (La Hoz de la Vieja)
33.11,0.0,6.15,14.46,13.53,8.31,19.59,7.0,2.0,9.0,"POLYGON ((16.250002209470228 57.21792215502085, 16.17699799185976 57.43375868866233, 16.597471565873125 57.47087212818385, 16.668178933663853 57.25481967948361, 16.250002209470228 57.21792215502085))",E 22 Route (Kalmar County)
18.03,0.0,4.82,7.0,12.43,2.18,5.6,7.0,1.0,8.0,"POLYGON ((33.4725992768672 51.57519132526992, 33.494778349692695 51.79397451874628, 33.86550645891094 51.780279975079154, 33.84149406210582 51.56156209266674, 33.4725992768672 51.57519132526992))",М-02 Route (Shevchenkove)
0.71,0.0,0.04,0.42,0.07,0.39,0.64,1.0,1.0,2.0,"POLYGON ((10.136230791233471 53.81392191240512, 10.03774309898649 54.0257293756411, 10.41697995467204 54.08053745511599, 10.513669465269542 53.86845476787231, 10.136230791233471 53.81392191240512))",Motorway A 1 Corridor (Schackendorf)
7.83,0.0,1.27,5.34,1.86,4.07,5.96,1.0,1.0,2.0,"POLYGON ((16.40936269345243 39.76802466068683, 16.359766382375675 39.989545480020794, 16.649023699554167 40.02725194146333, 16.69753060878278 39.80561132302832, 16.40936269345243 39.76802466068683))",Galleria Cardona Route (Trebisacce)
42.96,0.0,0.01,25.7,0.02,25.69,42.94,1.0,3.0,4.0,"POLYGON ((-2.2304427756880134 39.14688335204867, -2.348925035792428 39.352392245038864, -2.0839139782989453 39.44430264780956, -1.966186466835894 39.23852852006743, -2.2304427756880134 39.14688335204867))",Motorway Autopista Ocaña-La Roda Corridor (Pozoamargo)
0.74,0.0,0.15,0.56,0.21,0.42,0.53,1.0,1.0,2.0,"POLYGON ((-0.4664892316988922 51.98488835126024, -0.6114405067730194 52.186865584397275, -0.2653337429983706 52.27149968094392, -0.1217082320604099 52.06914319549056, -0.4664892316988922 51.98488835126024))",Motorway A1(M) Corridor (Willington)
34.14,0.0,11.53,17.06,22.32,5.52,11.81,12.0,2.0,14.0,"POLYGON ((15.118833014648482 46.16639898134709, 15.057242046233583 46.383505444835734, 15.382495740793242 46.42434196150704, 15.44271890631051 46.207075930011065, 15.118833014648482 46.16639898134709))",Predor Pletovarje Highway Corridor (Celje)
19.33,0.0,1.96,13.94,2.67,11.98,16.66,2.0,2.0,4.0,"POLYGON ((13.09241582161084 42.022648384969514, 13.027387285369159 42.24076473515469, 13.326032093486392 42.288030488863036, 13.38992083097664 42.06975385800715, 13.09241582161084 42.022648384969514))",Strada dei Parchi Highway Corridor (Borgorose)
9.84,0.0,3.56,6.37,5.43,2.81,4.42,3.0,1.0,4.0,"POLYGON ((23.659999050721133 44.023643509413965, 23.637079449462696 44.245132806661964, 23.953523794277572 44.26077175320576, 23.97510810755756 44.03922469481318, 23.659999050721133 44.023643509413965))",Strada Calafatului Route (Bazdana)
230.13,0.0,33.01,127.21,58.11,94.2,172.02,30.0,7.0,37.0,"POLYGON ((4.518033028764291 50.30396537862999, 4.401089575348735 50.51154344177688, 4.742932018703482 50.582485559295904, 4.8584910739693425 50.37460016996336, 4.518033028764291 50.30396537862999))",Motorway Autoroute de Wallonie Corridor (Auvelais)
3.45,0.0,0.36,2.25,0.59,1.89,2.87,1.0,1.0,2.0,"POLYGON ((23.157267032184738 56.78712285501937, 23.123950363512503 57.00544885958166, 23.544500915588955 57.02223380120458, 23.575464597481666 56.803810713045124, 23.157267032184738 56.78712285501937))",Rīga — Ventspils Route (Slampes pagasts)
0.15,0.0,0.02,0.1,0.03,0.08,0.12,1.0,1.0,2.0,"POLYGON ((23.566039927653424 65.89256627596845, 23.525579030862026 66.11713372408965, 24.07469242188137 66.13299375353758, 24.111144943102683 65.90828778880413, 23.566039927653424 65.89256627596845))",Jokivarrentie Route (Norrbotten County)
18.83,0.0,1.52,13.6,1.93,12.08,16.9,1.0,2.0,3.0,"POLYGON ((-2.7441339034672194 47.53122483318507, -2.885178706852677 47.731689177320526, -2.575415408272683 47.82303953058462, -2.4353918869890454 47.622228852706186, -2.7441339034672194 47.53122483318507))",Voie Express de Nantes à Brest Route (Saint-Nolff)
0.34,0.0,0.08,0.22,0.12,0.15,0.22,1.0,1.0,2.0,"POLYGON ((23.35289826585536 61.20029762039895, 23.31654230544971 61.4202779580185, 23.791342734658656 61.43653998663959, 23.82470031423249 61.21644659281414, 23.35289826585536 61.20029762039895))",3;9 Highway Corridor (Vesilahti)
128.89,0.0,21.09,63.29,47.52,42.2,81.37,24.0,4.0,28.0,"POLYGON ((12.278054307417548 58.37621695574147, 12.1797312720327 58.5900022660362, 12.6087727512769 58.638727064668025, 12.704759022117097 58.42464785527005, 12.278054307417548 58.37621695574147))",Inlandsvägen Route (Sikhall)
